rel_path,newsID,newsCategory,partNum,useType,processType,clickbaitClass_raw,y_true_clickbait,p_clickbait,y_pred_clickbait,conf_llm
EC_M02_160714_L.json,EC_M02_160714,EC,P1,0,D,0,1,0.00102996826171875,0,1.0
EC_M02_161474_L.json,EC_M02_161474,EC,P1,0,D,0,1,0.002471923828125,0,0.99609375
EC_M02_161565_L.json,EC_M02_161565,EC,P1,0,D,0,1,0.04736328125,0,0.953125
EC_M02_161573_L.json,EC_M02_161573,EC,P1,0,D,0,1,0.00070953369140625,0,1.0
EC_M02_162291_L.json,EC_M02_162291,EC,P1,0,D,0,1,0.00102996826171875,0,1.0
EC_M02_162487_L.json,EC_M02_162487,EC,P1,0,D,0,1,0.796875,1,0.796875
EC_M02_162490_L.json,EC_M02_162490,EC,P1,0,D,0,1,0.98046875,1,0.98046875
EC_M02_162645_L.json,EC_M02_162645,EC,P1,0,D,0,1,0.00970458984375,0,0.9921875
EC_M02_162890_L.json,EC_M02_162890,EC,P1,0,D,0,1,0.000911712646484375,0,1.0
EC_M02_163042_L.json,EC_M02_163042,EC,P1,0,D,0,1,0.004058837890625,0,0.99609375
EC_M02_222786_L.json,EC_M02_222786,EC,P1,1,A,1,0,0.007568359375,0,0.9921875
EC_M02_222831_L.json,EC_M02_222831,EC,P1,1,A,1,0,0.00970458984375,0,0.9921875
EC_M02_222868_L.json,EC_M02_222868,EC,P1,1,A,1,0,0.0028076171875,0,0.99609375
EC_M02_223073_L.json,EC_M02_223073,EC,P1,1,A,1,0,0.0140380859375,0,0.984375
EC_M02_223257_L.json,EC_M02_223257,EC,P1,1,A,1,0,0.029296875,0,0.96875
EC_M02_223542_L.json,EC_M02_223542,EC,P1,1,A,1,0,0.06005859375,0,0.94140625
EC_M02_223546_L.json,EC_M02_223546,EC,P1,1,A,1,0,0.00360107421875,0,0.99609375
EC_M02_223716_L.json,EC_M02_223716,EC,P1,1,A,1,0,0.00070953369140625,0,1.0
EC_M02_223753_L.json,EC_M02_223753,EC,P1,1,A,1,0,0.000431060791015625,0,1.0
EC_M02_224294_L.json,EC_M02_224294,EC,P1,1,A,1,0,0.06005859375,0,0.94140625
EC_M02_224503_L.json,EC_M02_224503,EC,P1,1,A,1,0,0.012451171875,0,0.98828125
EC_M02_464985_L.json,EC_M02_464985,EC,P2,0,A,0,1,0.003173828125,0,0.99609375
EC_M02_465262_L.json,EC_M02_465262,EC,P2,0,A,0,1,0.00170135498046875,0,1.0
EC_M02_465324_L.json,EC_M02_465324,EC,P2,0,A,0,1,0.90625,1,0.90625
EC_M02_465405_L.json,EC_M02_465405,EC,P2,0,A,0,1,0.000431060791015625,0,1.0
EC_M02_465423_L.json,EC_M02_465423,EC,P2,0,A,0,1,7.486343383789062e-05,0,1.0
EC_M02_465687_L.json,EC_M02_465687,EC,P2,0,A,0,1,0.0419921875,0,0.95703125
EC_M02_465714_L.json,EC_M02_465714,EC,P2,0,A,0,1,0.10693359375,0,0.89453125
EC_M02_465755_L.json,EC_M02_465755,EC,P2,0,A,0,1,0.004608154296875,0,0.99609375
EC_M02_465857_L.json,EC_M02_465857,EC,P2,0,A,0,1,0.0021820068359375,0,0.99609375
EC_M02_465897_L.json,EC_M02_465897,EC,P2,0,A,0,1,0.06005859375,0,0.94140625
EC_M02_465933_L.json,EC_M02_465933,EC,P2,0,A,0,1,0.00193023681640625,0,1.0
EC_M02_465944_L.json,EC_M02_465944,EC,P2,0,A,0,1,0.000804901123046875,0,1.0
EC_M02_466042_L.json,EC_M02_466042,EC,P2,0,A,0,1,0.003173828125,0,0.99609375
EC_M02_617675_L.json,EC_M02_617675,EC,P2,0,D,0,1,0.00193023681640625,0,1.0
EC_M02_620241_L.json,EC_M02_620241,EC,P2,0,D,0,1,0.00070953369140625,0,1.0
EC_M02_621199_L.json,EC_M02_621199,EC,P2,0,D,0,1,0.00860595703125,0,0.9921875
EC_M02_621225_L.json,EC_M02_621225,EC,P2,0,D,0,1,0.0673828125,0,0.93359375
EC_M02_623820_L.json,EC_M02_623820,EC,P2,0,D,0,1,0.10693359375,0,0.89453125
EC_M02_682695_L.json,EC_M02_682695,EC,P2,1,A,1,0,0.029296875,0,0.96875
EC_M02_683306_L.json,EC_M02_683306,EC,P2,1,A,1,0,0.000911712646484375,0,1.0
EC_M02_683408_L.json,EC_M02_683408,EC,P2,1,A,1,0,0.0260009765625,0,0.97265625
EC_M02_683664_L.json,EC_M02_683664,EC,P2,1,A,1,0,0.0006256103515625,0,1.0
EC_M02_683877_L.json,EC_M02_683877,EC,P2,1,A,1,0,0.0001583099365234375,0,1.0
EC_M02_684123_L.json,EC_M02_684123,EC,P2,1,A,1,0,0.00592041015625,0,0.9921875
EC_M02_684199_L.json,EC_M02_684199,EC,P2,1,A,1,0,0.004058837890625,0,0.99609375
EC_M04_006999_L.json,EC_M04_006999,EC,P1,0,A,0,1,0.0001087188720703125,0,1.0
EC_M04_008071_L.json,EC_M04_008071,EC,P1,0,A,0,1,8.487701416015625e-05,0,1.0
EC_M04_008110_L.json,EC_M04_008110,EC,P1,0,A,0,1,0.000911712646484375,0,1.0
EC_M04_008148_L.json,EC_M04_008148,EC,P1,0,A,0,1,4.5299530029296875e-05,0,1.0
EC_M04_008158_L.json,EC_M04_008158,EC,P1,0,A,0,1,0.007568359375,0,0.9921875
EC_M04_008286_L.json,EC_M04_008286,EC,P1,0,A,0,1,0.00150299072265625,0,1.0
EC_M04_008617_L.json,EC_M04_008617,EC,P1,0,A,0,1,0.00048828125,0,1.0
EC_M04_008814_L.json,EC_M04_008814,EC,P1,0,A,0,1,3.123283386230469e-05,0,1.0
EC_M04_009082_L.json,EC_M04_009082,EC,P1,0,A,0,1,0.0002956390380859375,0,1.0
EC_M04_009221_L.json,EC_M04_009221,EC,P1,0,A,0,1,8.487701416015625e-05,0,1.0
EC_M04_009448_L.json,EC_M04_009448,EC,P1,0,A,0,1,0.0003795623779296875,0,1.0
EC_M04_009598_L.json,EC_M04_009598,EC,P1,0,A,0,1,4.5299530029296875e-05,0,1.0
EC_M04_010054_L.json,EC_M04_010054,EC,P1,0,A,0,1,0.000804901123046875,0,1.0
EC_M04_010056_L.json,EC_M04_010056,EC,P1,0,A,0,1,0.0001087188720703125,0,1.0
EC_M04_010060_L.json,EC_M04_010060,EC,P1,0,A,0,1,0.0002956390380859375,0,1.0
EC_M04_010231_L.json,EC_M04_010231,EC,P1,0,A,0,1,0.0002307891845703125,0,1.0
EC_M04_010467_L.json,EC_M04_010467,EC,P1,0,A,0,1,0.00048828125,0,1.0
EC_M04_010752_L.json,EC_M04_010752,EC,P1,0,A,0,1,0.0006256103515625,0,1.0
EC_M04_010913_L.json,EC_M04_010913,EC,P1,0,A,0,1,8.487701416015625e-05,0,1.0
EC_M04_011270_L.json,EC_M04_011270,EC,P1,0,A,0,1,9.632110595703125e-05,0,1.0
EC_M04_011512_L.json,EC_M04_011512,EC,P1,0,A,0,1,0.0003795623779296875,0,1.0
EC_M04_012001_L.json,EC_M04_012001,EC,P1,0,A,0,1,0.00070953369140625,0,1.0
EC_M04_012083_L.json,EC_M04_012083,EC,P1,0,A,0,1,0.000911712646484375,0,1.0
EC_M04_012201_L.json,EC_M04_012201,EC,P1,0,A,0,1,0.00014019012451171875,0,1.0
EC_M04_012222_L.json,EC_M04_012222,EC,P1,0,A,0,1,0.0003795623779296875,0,1.0
EC_M04_012287_L.json,EC_M04_012287,EC,P1,0,A,0,1,0.00070953369140625,0,1.0
EC_M04_012463_L.json,EC_M04_012463,EC,P1,0,A,0,1,0.0006256103515625,0,1.0
EC_M04_012671_L.json,EC_M04_012671,EC,P1,0,A,0,1,0.00012302398681640625,0,1.0
EC_M04_012697_L.json,EC_M04_012697,EC,P1,0,A,0,1,0.0001087188720703125,0,1.0
EC_M04_012742_L.json,EC_M04_012742,EC,P1,0,A,0,1,7.486343383789062e-05,0,1.0
EC_M04_012834_L.json,EC_M04_012834,EC,P1,0,A,0,1,7.486343383789062e-05,0,1.0
EC_M04_012895_L.json,EC_M04_012895,EC,P1,0,A,0,1,7.486343383789062e-05,0,1.0
EC_M04_013026_L.json,EC_M04_013026,EC,P1,0,A,0,1,0.00102996826171875,0,1.0
EC_M04_013517_L.json,EC_M04_013517,EC,P1,0,A,0,1,0.00012302398681640625,0,1.0
EC_M04_014622_L.json,EC_M04_014622,EC,P1,0,A,0,1,0.0001583099365234375,0,1.0
EC_M04_014642_L.json,EC_M04_014642,EC,P1,0,A,0,1,6.628036499023438e-05,0,1.0
EC_M04_014835_L.json,EC_M04_014835,EC,P1,0,A,0,1,0.000335693359375,0,1.0
EC_M04_014975_L.json,EC_M04_014975,EC,P1,0,A,0,1,0.0001087188720703125,0,1.0
EC_M04_015027_L.json,EC_M04_015027,EC,P1,0,A,0,1,0.000431060791015625,0,1.0
EC_M04_015082_L.json,EC_M04_015082,EC,P1,0,A,0,1,8.487701416015625e-05,0,1.0
EC_M04_015191_L.json,EC_M04_015191,EC,P1,0,A,0,1,0.0002956390380859375,0,1.0
EC_M04_015282_L.json,EC_M04_015282,EC,P1,0,A,0,1,0.0001583099365234375,0,1.0
EC_M04_015287_L.json,EC_M04_015287,EC,P1,0,A,0,1,0.000553131103515625,0,1.0
EC_M04_015489_L.json,EC_M04_015489,EC,P1,0,A,0,1,0.0001087188720703125,0,1.0
EC_M04_015523_L.json,EC_M04_015523,EC,P1,0,A,0,1,0.0006256103515625,0,1.0
EC_M04_015665_L.json,EC_M04_015665,EC,P1,0,A,0,1,0.000335693359375,0,1.0
EC_M04_015990_L.json,EC_M04_015990,EC,P1,0,A,0,1,9.632110595703125e-05,0,1.0
EC_M04_016286_L.json,EC_M04_016286,EC,P1,0,A,0,1,0.0001087188720703125,0,1.0
EC_M04_017013_L.json,EC_M04_017013,EC,P1,0,A,0,1,0.0002613067626953125,0,1.0
EC_M04_017836_L.json,EC_M04_017836,EC,P1,0,A,0,1,0.0001583099365234375,0,1.0
EC_M04_017912_L.json,EC_M04_017912,EC,P1,0,A,0,1,8.487701416015625e-05,0,1.0
EC_M04_018093_L.json,EC_M04_018093,EC,P1,0,A,0,1,0.02294921875,0,0.9765625
EC_M04_018133_L.json,EC_M04_018133,EC,P1,0,A,0,1,0.015869140625,0,0.984375
EC_M04_156066_L.json,EC_M04_156066,EC,P1,0,D,0,1,0.0006256103515625,0,1.0
EC_M04_156128_L.json,EC_M04_156128,EC,P1,0,D,0,1,0.0013275146484375,0,1.0
EC_M04_156145_L.json,EC_M04_156145,EC,P1,0,D,0,1,0.005218505859375,0,0.99609375
EC_M04_156805_L.json,EC_M04_156805,EC,P1,0,D,0,1,0.0006256103515625,0,1.0
EC_M04_156877_L.json,EC_M04_156877,EC,P1,0,D,0,1,5.14984130859375e-05,0,1.0
EC_M04_156904_L.json,EC_M04_156904,EC,P1,0,D,0,1,0.00970458984375,0,0.9921875
EC_M04_156910_L.json,EC_M04_156910,EC,P1,0,D,0,1,0.0001583099365234375,0,1.0
EC_M04_156957_L.json,EC_M04_156957,EC,P1,0,D,0,1,0.00860595703125,0,0.9921875
EC_M04_157018_L.json,EC_M04_157018,EC,P1,0,D,0,1,0.000553131103515625,0,1.0
EC_M04_158326_L.json,EC_M04_158326,EC,P1,0,D,0,1,0.0849609375,0,0.9140625
EC_M04_159277_L.json,EC_M04_159277,EC,P1,0,D,0,1,0.0003795623779296875,0,1.0
EC_M04_159442_L.json,EC_M04_159442,EC,P1,0,D,0,1,0.0001087188720703125,0,1.0
EC_M04_159492_L.json,EC_M04_159492,EC,P1,0,D,0,1,0.02294921875,0,0.9765625
EC_M04_159506_L.json,EC_M04_159506,EC,P1,0,D,0,1,0.002471923828125,0,0.99609375
EC_M04_159909_L.json,EC_M04_159909,EC,P1,0,D,0,1,0.037353515625,0,0.9609375
EC_M04_159935_L.json,EC_M04_159935,EC,P1,0,D,0,1,0.000911712646484375,0,1.0
EC_M04_160921_L.json,EC_M04_160921,EC,P1,0,D,0,1,0.10693359375,0,0.89453125
EC_M04_160944_L.json,EC_M04_160944,EC,P1,0,D,0,1,0.0002956390380859375,0,1.0
EC_M04_161047_L.json,EC_M04_161047,EC,P1,0,D,0,1,0.00116729736328125,0,1.0
EC_M04_161610_L.json,EC_M04_161610,EC,P1,0,D,0,1,0.000804901123046875,0,1.0
EC_M04_161623_L.json,EC_M04_161623,EC,P1,0,D,0,1,0.0179443359375,0,0.98046875
EC_M04_161963_L.json,EC_M04_161963,EC,P1,0,D,0,1,0.0013275146484375,0,1.0
EC_M04_161964_L.json,EC_M04_161964,EC,P1,0,D,0,1,0.04736328125,0,0.953125
EC_M04_161967_L.json,EC_M04_161967,EC,P1,0,D,0,1,0.000431060791015625,0,1.0
EC_M04_162100_L.json,EC_M04_162100,EC,P1,0,D,0,1,0.04736328125,0,0.953125
EC_M04_163362_L.json,EC_M04_163362,EC,P1,0,D,0,1,0.6796875,1,0.6796875
EC_M04_163479_L.json,EC_M04_163479,EC,P1,0,D,0,1,0.002471923828125,0,0.99609375
EC_M04_163576_L.json,EC_M04_163576,EC,P1,0,D,0,1,0.000804901123046875,0,1.0
EC_M04_163753_L.json,EC_M04_163753,EC,P1,0,D,0,1,0.0021820068359375,0,0.99609375
EC_M04_163858_L.json,EC_M04_163858,EC,P1,0,D,0,1,0.00360107421875,0,0.99609375
EC_M04_163998_L.json,EC_M04_163998,EC,P1,0,D,0,1,0.0028076171875,0,0.99609375
EC_M04_164008_L.json,EC_M04_164008,EC,P1,0,D,0,1,0.007568359375,0,0.9921875
EC_M04_164028_L.json,EC_M04_164028,EC,P1,0,D,0,1,0.005218505859375,0,0.99609375
EC_M04_164055_L.json,EC_M04_164055,EC,P1,0,D,0,1,0.0003795623779296875,0,1.0
EC_M04_164248_L.json,EC_M04_164248,EC,P1,0,D,0,1,0.005218505859375,0,0.99609375
EC_M04_164349_L.json,EC_M04_164349,EC,P1,0,D,0,1,0.93359375,1,0.93359375
EC_M04_164428_L.json,EC_M04_164428,EC,P1,0,D,0,1,0.75390625,1,0.75390625
EC_M04_224614_L.json,EC_M04_224614,EC,P1,1,A,1,0,0.004058837890625,0,0.99609375
EC_M04_225130_L.json,EC_M04_225130,EC,P1,1,A,1,0,0.0002956390380859375,0,1.0
EC_M04_225461_L.json,EC_M04_225461,EC,P1,1,A,1,0,0.00970458984375,0,0.9921875
EC_M04_225542_L.json,EC_M04_225542,EC,P1,1,A,1,0,0.000335693359375,0,1.0
EC_M04_466417_L.json,EC_M04_466417,EC,P2,0,A,0,1,0.00014019012451171875,0,1.0
EC_M04_466458_L.json,EC_M04_466458,EC,P2,0,A,0,1,0.004608154296875,0,0.99609375
EC_M04_466469_L.json,EC_M04_466469,EC,P2,0,A,0,1,0.004058837890625,0,0.99609375
EC_M04_466573_L.json,EC_M04_466573,EC,P2,0,A,0,1,0.00150299072265625,0,1.0
EC_M04_466650_L.json,EC_M04_466650,EC,P2,0,A,0,1,0.006683349609375,0,0.9921875
EC_M04_466956_L.json,EC_M04_466956,EC,P2,0,A,0,1,0.0002956390380859375,0,1.0
EC_M04_466994_L.json,EC_M04_466994,EC,P2,0,A,0,1,0.00102996826171875,0,1.0
EC_M04_467177_L.json,EC_M04_467177,EC,P2,0,A,0,1,0.005218505859375,0,0.99609375
EC_M04_467375_L.json,EC_M04_467375,EC,P2,0,A,0,1,0.0021820068359375,0,0.99609375
EC_M04_467468_L.json,EC_M04_467468,EC,P2,0,A,0,1,0.006683349609375,0,0.9921875
EC_M04_467522_L.json,EC_M04_467522,EC,P2,0,A,0,1,0.00170135498046875,0,1.0
EC_M04_467530_L.json,EC_M04_467530,EC,P2,0,A,0,1,0.00860595703125,0,0.9921875
EC_M04_467541_L.json,EC_M04_467541,EC,P2,0,A,0,1,0.00360107421875,0,0.99609375
EC_M04_467811_L.json,EC_M04_467811,EC,P2,0,A,0,1,0.00150299072265625,0,1.0
EC_M04_468157_L.json,EC_M04_468157,EC,P2,0,A,0,1,0.053466796875,0,0.9453125
EC_M04_468200_L.json,EC_M04_468200,EC,P2,0,A,0,1,0.0013275146484375,0,1.0
EC_M04_468350_L.json,EC_M04_468350,EC,P2,0,A,0,1,0.0002613067626953125,0,1.0
EC_M04_468682_L.json,EC_M04_468682,EC,P2,0,A,0,1,0.96875,1,0.96875
EC_M04_468766_L.json,EC_M04_468766,EC,P2,0,A,0,1,0.000553131103515625,0,1.0
EC_M04_468861_L.json,EC_M04_468861,EC,P2,0,A,0,1,0.00070953369140625,0,1.0
EC_M04_468944_L.json,EC_M04_468944,EC,P2,0,A,0,1,0.004608154296875,0,0.99609375
EC_M04_469065_L.json,EC_M04_469065,EC,P2,0,A,0,1,0.00070953369140625,0,1.0
EC_M04_469096_L.json,EC_M04_469096,EC,P2,0,A,0,1,0.00150299072265625,0,1.0
EC_M04_469801_L.json,EC_M04_469801,EC,P2,0,A,0,1,0.09521484375,0,0.90625
EC_M04_469895_L.json,EC_M04_469895,EC,P2,0,A,0,1,0.002471923828125,0,0.99609375
EC_M04_470300_L.json,EC_M04_470300,EC,P2,0,A,0,1,0.00116729736328125,0,1.0
EC_M04_470338_L.json,EC_M04_470338,EC,P2,0,A,0,1,0.004058837890625,0,0.99609375
EC_M04_470361_L.json,EC_M04_470361,EC,P2,0,A,0,1,0.0002613067626953125,0,1.0
EC_M04_470467_L.json,EC_M04_470467,EC,P2,0,A,0,1,0.06005859375,0,0.94140625
EC_M04_470486_L.json,EC_M04_470486,EC,P2,0,A,0,1,0.00102996826171875,0,1.0
EC_M04_470602_L.json,EC_M04_470602,EC,P2,0,A,0,1,0.9921875,1,0.9921875
EC_M04_470680_L.json,EC_M04_470680,EC,P2,0,A,0,1,0.002471923828125,0,0.99609375
EC_M04_470833_L.json,EC_M04_470833,EC,P2,0,A,0,1,0.04736328125,0,0.953125
EC_M04_470898_L.json,EC_M04_470898,EC,P2,0,A,0,1,0.0419921875,0,0.95703125
EC_M04_471076_L.json,EC_M04_471076,EC,P2,0,A,0,1,0.46875,0,0.53125
EC_M04_471329_L.json,EC_M04_471329,EC,P2,0,A,0,1,0.006683349609375,0,0.9921875
EC_M04_471341_L.json,EC_M04_471341,EC,P2,0,A,0,1,0.119140625,0,0.87890625
EC_M04_471529_L.json,EC_M04_471529,EC,P2,0,A,0,1,0.0006256103515625,0,1.0
EC_M04_471675_L.json,EC_M04_471675,EC,P2,0,A,0,1,0.10693359375,0,0.89453125
EC_M04_471809_L.json,EC_M04_471809,EC,P2,0,A,0,1,0.6796875,1,0.6796875
EC_M04_471939_L.json,EC_M04_471939,EC,P2,0,A,0,1,0.00193023681640625,0,1.0
EC_M04_472189_L.json,EC_M04_472189,EC,P2,0,A,0,1,0.2021484375,0,0.796875
EC_M04_472300_L.json,EC_M04_472300,EC,P2,0,A,0,1,0.00012302398681640625,0,1.0
EC_M04_472613_L.json,EC_M04_472613,EC,P2,0,A,0,1,0.0013275146484375,0,1.0
EC_M04_472742_L.json,EC_M04_472742,EC,P2,0,A,0,1,0.012451171875,0,0.98828125
EC_M04_472796_L.json,EC_M04_472796,EC,P2,0,A,0,1,0.00020313262939453125,0,1.0
EC_M04_473410_L.json,EC_M04_473410,EC,P2,0,A,0,1,0.0849609375,0,0.9140625
EC_M04_473464_L.json,EC_M04_473464,EC,P2,0,A,0,1,0.0260009765625,0,0.97265625
EC_M04_473522_L.json,EC_M04_473522,EC,P2,0,A,0,1,0.004058837890625,0,0.99609375
EC_M04_473830_L.json,EC_M04_473830,EC,P2,0,A,0,1,0.053466796875,0,0.9453125
EC_M04_473965_L.json,EC_M04_473965,EC,P2,0,A,0,1,0.010986328125,0,0.98828125
EC_M04_474090_L.json,EC_M04_474090,EC,P2,0,A,0,1,0.0028076171875,0,0.99609375
EC_M04_474161_L.json,EC_M04_474161,EC,P2,0,A,0,1,0.000553131103515625,0,1.0
EC_M04_474387_L.json,EC_M04_474387,EC,P2,0,A,0,1,0.0028076171875,0,0.99609375
EC_M04_474553_L.json,EC_M04_474553,EC,P2,0,A,0,1,0.00020313262939453125,0,1.0
EC_M04_474974_L.json,EC_M04_474974,EC,P2,0,A,0,1,0.00360107421875,0,0.99609375
EC_M04_475046_L.json,EC_M04_475046,EC,P2,0,A,0,1,8.487701416015625e-05,0,1.0
EC_M04_475104_L.json,EC_M04_475104,EC,P2,0,A,0,1,0.000179290771484375,0,1.0
EC_M04_475277_L.json,EC_M04_475277,EC,P2,0,A,0,1,0.053466796875,0,0.9453125
EC_M04_475352_L.json,EC_M04_475352,EC,P2,0,A,0,1,0.00116729736328125,0,1.0
EC_M04_475357_L.json,EC_M04_475357,EC,P2,0,A,0,1,0.0006256103515625,0,1.0
EC_M04_475437_L.json,EC_M04_475437,EC,P2,0,A,0,1,0.0002956390380859375,0,1.0
EC_M04_475781_L.json,EC_M04_475781,EC,P2,0,A,0,1,0.0002613067626953125,0,1.0
EC_M04_475959_L.json,EC_M04_475959,EC,P2,0,A,0,1,9.632110595703125e-05,0,1.0
EC_M04_476136_L.json,EC_M04_476136,EC,P2,0,A,0,1,4.5299530029296875e-05,0,1.0
EC_M04_476236_L.json,EC_M04_476236,EC,P2,0,A,0,1,0.00070953369140625,0,1.0
EC_M04_476369_L.json,EC_M04_476369,EC,P2,0,A,0,1,0.000335693359375,0,1.0
EC_M04_476461_L.json,EC_M04_476461,EC,P2,0,A,0,1,0.033203125,0,0.96875
EC_M04_476470_L.json,EC_M04_476470,EC,P2,0,A,0,1,0.00116729736328125,0,1.0
EC_M04_476477_L.json,EC_M04_476477,EC,P2,0,A,0,1,0.0028076171875,0,0.99609375
EC_M04_476518_L.json,EC_M04_476518,EC,P2,0,A,0,1,0.00014019012451171875,0,1.0
EC_M04_476556_L.json,EC_M04_476556,EC,P2,0,A,0,1,0.00014019012451171875,0,1.0
EC_M04_476682_L.json,EC_M04_476682,EC,P2,0,A,0,1,0.00102996826171875,0,1.0
EC_M04_476815_L.json,EC_M04_476815,EC,P2,0,A,0,1,0.000553131103515625,0,1.0
EC_M04_476922_L.json,EC_M04_476922,EC,P2,0,A,0,1,0.07568359375,0,0.92578125
EC_M04_476938_L.json,EC_M04_476938,EC,P2,0,A,0,1,0.0006256103515625,0,1.0
EC_M04_476955_L.json,EC_M04_476955,EC,P2,0,A,0,1,0.00116729736328125,0,1.0
EC_M04_477000_L.json,EC_M04_477000,EC,P2,0,A,0,1,0.0003795623779296875,0,1.0
EC_M04_477045_L.json,EC_M04_477045,EC,P2,0,A,0,1,0.00592041015625,0,0.9921875
EC_M04_477137_L.json,EC_M04_477137,EC,P2,0,A,0,1,0.0002307891845703125,0,1.0
EC_M04_477539_L.json,EC_M04_477539,EC,P2,0,A,0,1,0.000335693359375,0,1.0
EC_M04_477661_L.json,EC_M04_477661,EC,P2,0,A,0,1,0.000431060791015625,0,1.0
EC_M04_477822_L.json,EC_M04_477822,EC,P2,0,A,0,1,0.00170135498046875,0,1.0
EC_M04_478095_L.json,EC_M04_478095,EC,P2,0,A,0,1,7.486343383789062e-05,0,1.0
EC_M04_478166_L.json,EC_M04_478166,EC,P2,0,A,0,1,0.005218505859375,0,0.99609375
EC_M04_478404_L.json,EC_M04_478404,EC,P2,0,A,0,1,0.005218505859375,0,0.99609375
EC_M04_478615_L.json,EC_M04_478615,EC,P2,0,A,0,1,7.486343383789062e-05,0,1.0
EC_M04_478635_L.json,EC_M04_478635,EC,P2,0,A,0,1,0.015869140625,0,0.984375
EC_M04_478702_L.json,EC_M04_478702,EC,P2,0,A,0,1,0.0006256103515625,0,1.0
EC_M04_478719_L.json,EC_M04_478719,EC,P2,0,A,0,1,0.0002956390380859375,0,1.0
EC_M04_478794_L.json,EC_M04_478794,EC,P2,0,A,0,1,0.002471923828125,0,0.99609375
